2024-02-22 22:27:54,445 INFO    StreamThr :10100 [internal.py:wandb_internal():86] W&B internal server running at pid: 10100, started at: 2024-02-22 22:27:54.444581
2024-02-22 22:27:54,446 DEBUG   HandlerThread:10100 [handler.py:handle_request():146] handle_request: status
2024-02-22 22:27:54,447 INFO    WriterThread:10100 [datastore.py:open_for_write():87] open: /home/kapi/Programming/Internship/cnn-mnist/wandb/run-20240222_222754-8ry16ki5/run-8ry16ki5.wandb
2024-02-22 22:27:54,448 DEBUG   SenderThread:10100 [sender.py:send():382] send: header
2024-02-22 22:27:54,452 DEBUG   SenderThread:10100 [sender.py:send():382] send: run
2024-02-22 22:27:55,259 INFO    SenderThread:10100 [dir_watcher.py:__init__():211] watching files in: /home/kapi/Programming/Internship/cnn-mnist/wandb/run-20240222_222754-8ry16ki5/files
2024-02-22 22:27:55,259 INFO    SenderThread:10100 [sender.py:_start_run_threads():1136] run started: 8ry16ki5 with start time 1708637274.444697
2024-02-22 22:27:55,264 DEBUG   HandlerThread:10100 [handler.py:handle_request():146] handle_request: check_version
2024-02-22 22:27:55,264 DEBUG   SenderThread:10100 [sender.py:send_request():409] send_request: check_version
2024-02-22 22:27:55,582 DEBUG   HandlerThread:10100 [handler.py:handle_request():146] handle_request: run_start
2024-02-22 22:27:55,591 DEBUG   HandlerThread:10100 [system_info.py:__init__():27] System info init
2024-02-22 22:27:55,591 DEBUG   HandlerThread:10100 [system_info.py:__init__():42] System info init done
2024-02-22 22:27:55,591 INFO    HandlerThread:10100 [system_monitor.py:start():194] Starting system monitor
2024-02-22 22:27:55,591 INFO    SystemMonitor:10100 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-22 22:27:55,593 INFO    HandlerThread:10100 [system_monitor.py:probe():214] Collecting system info
2024-02-22 22:27:55,593 INFO    SystemMonitor:10100 [interfaces.py:start():190] Started cpu monitoring
2024-02-22 22:27:55,594 INFO    SystemMonitor:10100 [interfaces.py:start():190] Started disk monitoring
2024-02-22 22:27:55,595 INFO    SystemMonitor:10100 [interfaces.py:start():190] Started gpu monitoring
2024-02-22 22:27:55,596 INFO    SystemMonitor:10100 [interfaces.py:start():190] Started memory monitoring
2024-02-22 22:27:55,596 INFO    SystemMonitor:10100 [interfaces.py:start():190] Started network monitoring
2024-02-22 22:27:55,604 DEBUG   HandlerThread:10100 [system_info.py:probe():151] Probing system
2024-02-22 22:27:55,606 DEBUG   HandlerThread:10100 [system_info.py:_probe_git():136] Probing git
2024-02-22 22:27:55,611 DEBUG   HandlerThread:10100 [system_info.py:_probe_git():144] Probing git done
2024-02-22 22:27:55,611 DEBUG   HandlerThread:10100 [system_info.py:probe():199] Probing system done
2024-02-22 22:27:55,611 DEBUG   HandlerThread:10100 [system_monitor.py:probe():223] {'os': 'Linux-6.5.13-7-MANJARO-x86_64-with-glibc2.38', 'python': '3.11.6', 'heartbeatAt': '2024-02-22T21:27:55.604185', 'startedAt': '2024-02-22T21:27:54.441139', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/kapi/Programming/Internship/cnn-mnist/resnet_finetuned.py', 'codePathLocal': 'resnet_finetuned.py', 'codePath': 'resnet_finetuned.py', 'git': {'remote': 'https://github.com/kapiw04/cnn-mnist.git', 'commit': '1f7fa3be6248963a3abd3a9120de74ac64aa3986'}, 'email': 'wojtowicz.kacper@gmail.com', 'root': '/home/kapi/Programming/Internship/cnn-mnist', 'host': 'medion', 'username': 'kapi', 'executable': '/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2627.1985833333333, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 3299.571, 'min': 800.0, 'max': 4600.0}, {'current': 3299.955, 'min': 800.0, 'max': 4600.0}, {'current': 3302.843, 'min': 800.0, 'max': 4600.0}, {'current': 800.0, 'min': 800.0, 'max': 4600.0}, {'current': 3299.941, 'min': 800.0, 'max': 4600.0}, {'current': 800.0, 'min': 800.0, 'max': 4600.0}, {'current': 3300.044, 'min': 800.0, 'max': 4600.0}, {'current': 3299.883, 'min': 800.0, 'max': 4600.0}, {'current': 800.0, 'min': 800.0, 'max': 4600.0}, {'current': 3299.635, 'min': 800.0, 'max': 4600.0}, {'current': 800.0, 'min': 800.0, 'max': 4600.0}, {'current': 3303.317, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 85.18550491333008, 'used': 43.631465911865234}}, 'gpu': 'NVIDIA GeForce GTX 1060 6GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1060 6GB', 'memory_total': 6442450944}], 'memory': {'total': 7.644630432128906}}
2024-02-22 22:27:55,612 INFO    HandlerThread:10100 [system_monitor.py:probe():224] Finished collecting system info
2024-02-22 22:27:55,612 INFO    HandlerThread:10100 [system_monitor.py:probe():227] Publishing system info
2024-02-22 22:27:55,612 INFO    HandlerThread:10100 [system_monitor.py:probe():229] Finished publishing system info
2024-02-22 22:27:55,614 DEBUG   SenderThread:10100 [sender.py:send():382] send: files
